C1_B,C2_B,C3_B,C4_B,,C1_G,C2_G,C3_G,C4_G,C1_BG,C4_BG,DropoutRate,TOT_6_10_15,Enrolled_primary,P_Enrollment_Rate,P_URB_POP,OVERALL_LIT_Rate,FEMALE_LIT,SCH1,SCH2,SCH3,SCH6,Total_schools_withPrimary,SCOMP1,SCOMP2,SCOMP3,SCOMP6,Schools_with_computers,Percent_schools_with_computers,SBTOIL1,SBTOIL2,SBTOIL3,SBTOIL6,Schools_with_boys_toilets,Percent_schools_with_boys_toilet,SGTOIL1,SGTOIL2,SGTOIL3,SGTOIL6,Schools_with_girls_toilets,Percent_schools_with_girls_toilet,SPLAY1,SPLAY2,SPLAY3,SPLAY6,Schools_with_playground,Percent_schools_with_playground,SWAT1,SWAT2,SWAT3,SWAT6,Schools_with_drinking_water,Percent_schools_with_drinking_water,SELE1,SELE2,SELE3,SELE6,Schools_with_electricity,Percent_schools_with_electricity,ROAD1,ROAD2,ROAD3,ROAD6,Schools_with_Roads,Percent_schools_with_Roads,CLS1,CLS2,CLS3,CLS6,Number of Classrooms,TOTCLMJ1G,TOTCLMJ2G,TOTCLMJ3G,TOTCLMJ6G,Classrooms_requiring_major repair,Percent_classrooms_requiring_major repair,STCH1,STCH2,STCH3,STCH6,Total_sinle_teacher_schools,Percent_single_teacher_schools
23958,24584,26953,25849,-7.892979381,23517,24121,26278,25006,47475,50855,-7.119536598,229572,200266,87.23450595,9.61,71.77,59.84,738,480,5,54,1277,22,40,5,7,74,5.794831637,733,472,5,53,1263,98.9036805,736,478,5,54,1273,99.68676586,136,158,5,24,323,25.29365701,675,476,5,53,1209,94.67501958,182,256,4,30,472,36.96162882,541,399,5,42,987,77.29052467,3090,4434,124,569,8217,192,264,0,41,497,6.048436169,43,0,0,0,43,3.367267032
23339,21951,23991,23972,-2.712198466,22934,21585,23863,23515,46273,47487,-2.623560175,234644,185150,78.9067694,4.02,71.01,59.56,638,612,25,25,1300,10,45,4,5,64,4.923076923,561,559,20,23,1163,89.46153846,574,592,25,22,1213,93.30769231,214,265,16,19,514,39.53846154,595,599,24,25,1243,95.61538462,153,298,8,11,470,36.15384615,485,500,22,23,1030,79.23076923,2580,5306,274,256,8416,275,513,20,24,832,9.885931559,62,2,0,0,64,4.923076923
43614,41016,44928,44750,-2.604668226,40546,39875,43078,42214,84160,86964,-3.331749049,395385,340021,85.99744553,14.43,75.59,64.95,1412,1034,15,111,2572,44,239,5,34,322,12.51944012,1379,1000,15,107,2501,97.23950233,1380,1010,13,107,2510,97.58942457,388,454,12,77,931,36.19751166,1354,1024,15,111,2504,97.35614308,423,596,12,61,1092,42.45723173,1123,937,14,99,2173,84.48678072,5443,9224,277,1137,16081,592,762,9,97,1460,9.079037373,89,1,0,0,90,3.499222395
16146,15205,16096,15908,1.4740493,15778,14937,15788,15797,31924,31705,0.68600426,156323,125655,80.3816457,11.95,68.27,56.24,562,377,7,33,979,19,57,6,8,90,9.193054137,523,365,7,31,926,94.58631256,533,371,7,33,944,96.42492339,132,131,7,22,292,29.82635342,555,377,7,33,972,99.28498468,140,207,7,16,370,37.79366701,454,332,7,32,825,84.26966292,1920,3156,167,329,5572,181,150,0,15,346,6.209619526,7,0,0,0,7,0.715015322
42201,40488,42683,42129,0.170612071,41089,40147,42455,41754,83290,83883,-0.711970225,354669,332946,93.87513428,9.38,72.77,62.05,1138,1122,15,75,2350,33,152,9,8,202,8.595744681,681,977,13,62,1733,73.74468085,708,1029,15,64,1816,77.27659574,193,408,12,44,657,27.95744681,923,1111,15,75,2124,90.38297872,149,450,9,40,648,27.57446809,921,1002,15,68,2006,85.36170213,3715,9152,244,721,13832,348,612,3,69,1032,7.460960093,170,3,0,0,173,7.361702128
72617,61125,64374,60822,16.24275307,72405,61678,64829,61692,145022,122514,15.5204038,606698,519542,85.63436833,13.14,66.35,55.9,1721,1406,56,62,3245,30,80,11,9,130,4.006163328,1284,1267,52,56,2659,81.94144838,1410,1332,56,57,2855,87.98151002,496,598,37,44,1175,36.20955316,1558,1377,56,62,3053,94.08320493,374,542,26,26,968,29.83050847,1167,1084,39,41,2331,71.83359014,6183,10115,604,558,17460,797,1059,31,35,1922,11.00801833,189,8,0,0,197,6.070878274
38672,39320,41987,39349,-1.750620604,35652,37196,39781,38268,74324,77617,-4.430601152,314437,310225,98.66046299,9.72,61.63,51.09,1020,828,13,51,1912,21,159,7,4,191,9.989539749,1012,823,12,51,1898,99.26778243,1005,827,13,50,1895,99.11087866,255,426,10,31,722,37.76150628,1001,826,13,51,1891,98.90167364,182,414,11,21,628,32.84518828,871,764,12,47,1694,88.59832636,3835,7355,142,514,11846,402,543,2,55,1002,8.45855141,18,1,0,0,19,0.993723849
34675,33125,34836,33008,4.807498198,32205,31302,33182,31254,66880,64262,3.914473684,254707,263587,103.4863588,8.24,62.16,49.44,902,868,1,73,1844,24,72,1,12,109,5.911062907,857,819,1,72,1749,94.84815618,849,842,1,71,1763,95.60737527,271,427,1,46,745,40.40130152,683,841,1,72,1597,86.60520607,117,407,1,39,564,30.5856833,753,791,1,68,1613,87.47288503,2533,5641,11,651,8836,247,870,0,117,1234,13.96559529,100,11,0,0,111,6.019522777
10748,9916,11070,10854,-0.986229996,10406,10021,10989,10788,21154,21642,-2.306892314,99374,84792,85.32614165,7.36,69.54,56.85,355,220,0,12,587,14,30,0,3,47,8.00681431,269,207,0,11,487,82.96422487,286,209,0,12,507,86.3713799,56,72,0,11,139,23.67972743,324,220,0,12,556,94.71890971,75,103,0,5,183,31.17546848,254,180,0,11,445,75.80919932,1296,1926,0,138,3360,129,163,0,7,299,8.898809524,16,1,0,0,17,2.896081772
387,352,387,450,-16.27906977,299,306,339,373,686,823,-19.97084548,3464,2893,83.51616628,10.72,77.39,69.92,71,28,5,12,116,10,26,5,12,53,45.68965517,71,28,5,12,116,100,52,28,5,12,97,83.62068966,34,24,5,11,74,63.79310345,71,28,5,12,116,100,38,27,5,9,79,68.10344828,64,27,5,12,108,93.10344828,316,249,71,125,761,78,43,4,11,136,17.87122208,0,0,0,0,0,0
1774,1397,1433,1682,5.186020293,1516,1217,1254,1459,3290,3141,4.52887538,11981,11732,97.92170937,3.84,78.69,72.12,209,86,19,41,355,97,81,18,40,236,66.47887324,209,85,19,41,354,99.71830986,195,85,19,41,340,95.77464789,140,76,17,37,270,76.05633803,207,86,19,41,353,99.43661972,126,68,19,39,252,70.98591549,142,62,19,38,261,73.52112676,1020,726,195,387,2328,125,87,11,44,267,11.46907216,0,0,0,0,0,0
1402,1426,1474,1687,-20.32810271,1183,1162,1283,1523,2585,3210,-24.17794971,11867,11140,93.87376759,14.37,82.06,76.57,215,98,21,36,370,59,71,21,33,184,49.72972973,214,98,20,36,368,99.45945946,196,98,21,36,351,94.86486486,127,76,14,30,247,66.75675676,200,96,21,36,353,95.40540541,120,91,21,36,268,72.43243243,163,88,21,30,302,81.62162162,987,854,243,317,2401,158,139,29,30,356,14.82715535,2,0,0,0,2,0.540540541
2623,2660,2813,3025,-15.32596264,2314,2313,2575,2733,4937,5758,-16.6295321,20928,21056,100.6116208,42.93,84.67,79.41,211,133,35,47,426,95,115,35,46,291,68.30985915,210,133,33,47,423,99.29577465,184,130,34,47,395,92.72300469,109,92,33,37,271,63.61502347,211,133,35,47,426,100,201,133,35,47,416,97.65258216,190,130,35,44,399,93.66197183,1170,1200,658,561,3589,129,131,44,92,396,11.03371413,1,0,0,0,1,0.234741784
618,419,349,364,41.10032362,602,442,458,426,1220,790,35.24590164,4290,3678,85.73426573,12.23,60.61,48.75,87,49,3,7,146,4,37,3,7,51,34.93150685,84,49,3,7,143,97.94520548,87,46,3,7,143,97.94520548,3,14,3,4,24,16.43835616,63,48,3,6,120,82.19178082,22,41,3,7,73,50,47,34,3,4,88,60.2739726,328,424,24,57,833,33,54,0,14,101,12.12484994,40,0,0,0,40,27.39726027
1399,1018,968,932,33.38098642,1269,1057,998,993,2668,1925,27.84857571,8399,8634,102.7979521,10.34,69.4,60.8,136,90,4,11,241,13,53,4,11,81,33.60995851,135,87,4,11,237,98.34024896,136,90,4,11,241,100,36,49,4,8,97,40.24896266,113,86,4,11,214,88.7966805,28,46,3,9,86,35.6846473,102,84,4,11,201,83.40248963,506,658,44,131,1339,22,57,0,5,84,6.273338312,62,11,0,0,73,30.29045643
2030,1285,1073,959,52.75862069,2045,1321,1014,812,4075,1771,56.5398773,11177,10539,94.29184933,17.95,62.48,54.18,210,70,3,11,294,3,16,1,11,31,10.54421769,175,67,3,10,255,86.73469388,196,70,3,11,280,95.23809524,47,34,1,7,89,30.27210884,134,59,3,11,207,70.40816327,18,23,2,9,52,17.68707483,50,35,2,8,95,32.31292517,602,447,19,84,1152,146,72,5,8,231,20.05208333,138,8,0,0,146,49.65986395
4588,3311,3068,2726,40.58413252,4257,3298,2886,2826,8845,5552,37.23007349,18589,26960,145.0320082,12.45,82.14,76.65,213,136,23,36,408,3,69,23,30,125,30.6372549,209,134,23,35,401,98.28431373,209,136,23,36,404,99.01960784,49,72,20,27,168,41.17647059,109,119,23,35,286,70.09803922,38,90,23,34,185,45.34313725,73,91,21,33,218,53.43137255,865,1152,346,363,2726,86,198,9,12,305,11.18855466,79,1,0,0,80,19.60784314
2150,1457,1223,1026,52.27906977,1927,1375,1079,947,4077,1973,51.60657346,7782,11184,143.7162683,10.97,76.33,70.1,158,109,4,22,293,8,33,4,19,64,21.84300341,158,109,4,22,293,100,158,109,4,22,293,100,23,51,4,15,93,31.74061433,98,86,4,22,210,71.67235495,18,39,3,16,76,25.93856655,103,85,3,19,210,71.67235495,535,816,38,203,1592,94,175,22,25,316,19.84924623,16,0,0,0,16,5.460750853
2424,2174,1837,1697,29.99174917,2461,2094,1697,1679,4885,3376,30.89048106,9640,16063,166.6286307,12.4,63.96,60.51,166,95,3,12,276,11,15,2,8,36,13.04347826,155,93,3,12,263,95.28985507,156,95,3,12,266,96.37681159,51,50,3,8,112,40.57971014,153,90,3,12,258,93.47826087,21,19,1,7,48,17.39130435,147,88,3,12,250,90.57971014,545,610,23,96,1274,94,132,6,10,242,18.99529042,116,22,0,0,138,50
1965,1513,1548,1316,33.02798982,1853,1437,1420,1344,3818,2660,30.33001572,11051,12396,112.1708443,10.73,67.62,60.76,178,88,6,22,294,9,37,6,19,71,24.14965986,169,86,6,21,282,95.91836735,164,87,6,22,279,94.89795918,49,47,6,19,121,41.15646259,135,81,6,22,244,82.99319728,35,50,6,17,108,36.73469388,73,56,4,17,150,51.02040816,792,691,108,198,1789,171,134,6,44,355,19.84348798,66,6,0,0,72,24.48979592
1397,1108,1034,996,28.7043665,1341,1037,1111,1007,2738,2003,26.84441198,9604,9031,94.03373594,10.93,73.54,67.9,83,69,1,13,166,6,36,1,11,54,32.53012048,83,67,1,13,164,98.79518072,83,69,1,13,166,100,35,48,1,11,95,57.22891566,76,66,1,13,156,93.97590361,10,27,1,8,46,27.71084337,41,59,1,12,113,68.07228916,369,636,9,102,1116,100,150,0,9,259,23.2078853,16,0,0,0,16,9.638554217
839,529,520,467,44.33849821,734,480,442,456,1573,923,41.32231405,3842,4467,116.267569,12.51,59.94,55.22,74,26,0,6,106,5,18,0,6,29,27.35849057,61,20,0,6,87,82.0754717,72,25,0,6,103,97.16981132,16,14,0,5,35,33.01886792,71,26,0,6,103,97.16981132,26,21,0,6,53,50,71,24,0,6,101,95.28301887,345,198,0,55,598,70,36,0,20,126,21.07023411,13,0,0,0,13,12.26415094
182,80,66,63,65.38461538,185,72,66,65,367,128,65.1226158,790,779,98.60759494,11.64,64.8,59.1,14,13,0,1,28,0,5,0,1,6,21.42857143,14,13,0,1,28,100,14,12,0,1,27,96.42857143,3,0,0,0,3,10.71428571,11,12,0,1,24,85.71428571,3,5,0,1,9,32.14285714,14,11,0,1,26,92.85714286,57,64,0,8,129,2,14,0,0,16,12.40310078,0,0,0,0,0,0
839,718,664,611,27.17520858,770,648,620,613,1609,1224,23.92790553,17883,5483,30.66040374,12.57,69.88,61.62,62,31,1,8,102,5,16,1,8,30,29.41176471,59,31,1,7,98,96.07843137,59,31,1,8,99,97.05882353,14,19,1,8,42,41.17647059,38,28,1,8,75,73.52941176,21,26,1,8,56,54.90196078,59,31,1,8,99,97.05882353,217,269,8,68,562,21,88,0,5,114,20.28469751,9,0,0,0,9,8.823529412
2688,2100,2061,2028,24.55357143,2366,2026,1855,1843,5054,3871,23.40720222,19078,16967,88.93489884,11.5,61.9,52.08,235,92,7,19,353,4,40,7,15,66,18.69688385,213,88,7,19,327,92.63456091,216,92,7,19,334,94.61756374,122,71,7,16,216,61.1898017,225,87,7,18,337,95.4674221,103,62,7,14,186,52.69121813,155,82,7,19,263,74.50424929,769,709,65,175,1718,83,96,0,20,199,11.58323632,107,8,0,0,115,32.57790368
1264,846,757,752,40.50632911,1201,803,713,701,2465,1453,41.05476673,14950,7037,47.07023411,12.08,52.23,41.83,88,40,2,11,141,4,21,2,10,37,26.24113475,83,39,2,10,134,95.03546099,83,39,1,11,134,95.03546099,13,19,2,5,39,27.65957447,60,34,2,11,107,75.88652482,21,21,2,9,53,37.58865248,74,36,2,11,123,87.23404255,309,285,24,90,708,33,31,2,10,76,10.73446328,43,0,0,0,43,30.4964539
1068,1306,1101,890,16.66666667,1042,1243,1105,891,2110,1781,15.59241706,13210,8646,65.45041635,18.74,50.67,44.31,122,61,0,6,189,2,10,0,4,16,8.465608466,107,60,0,6,173,91.53439153,107,61,0,6,174,92.06349206,5,9,0,3,17,8.994708995,84,44,0,5,133,70.37037037,12,16,0,3,31,16.4021164,14,15,0,2,31,16.4021164,408,338,0,40,786,42,69,0,2,113,14.37659033,77,12,0,0,89,47.08994709
1239,1008,918,790,36.23890234,1074,870,779,737,2313,1527,33.98184176,6014,7415,123.2956435,9.75,70.38,63.56,74,37,2,12,125,4,28,2,11,45,36,74,36,2,12,124,99.2,74,37,2,12,125,100,52,27,2,11,92,73.6,70,37,2,12,121,96.8,23,20,2,7,52,41.6,58,35,2,11,106,84.8,299,302,34,120,755,23,54,0,16,93,12.31788079,0,0,0,0,0,0
468,209,209,187,60.04273504,475,265,247,180,943,367,61.08165429,2520,2240,88.88888889,8.02,59.4,46.39,60,34,2,1,97,1,27,2,1,31,31.95876289,50,34,1,1,86,88.65979381,51,34,2,1,88,90.72164948,16,15,0,1,32,32.98969072,52,34,2,1,89,91.75257732,5,15,0,1,21,21.64948454,47,28,2,1,78,80.41237113,146,214,16,8,384,26,37,8,0,71,18.48958333,31,0,0,0,31,31.95876289
1494,1338,998,1006,32.66398929,1274,1214,1058,960,2768,1966,28.97398844,,9342,,,,,67,24,2,1,94,3,7,1,1,12,12.76595745,67,22,2,1,92,97.87234043,67,24,2,1,94,100,21,12,1,0,34,36.17021277,45,21,2,1,69,73.40425532,9,9,2,1,21,22.34042553,55,23,2,0,80,85.10638298,285,185,26,12,508,36,22,6,0,64,12.5984252,39,1,0,0,40,42.55319149
1481,1279,1217,1189,19.71640783,1273,1133,1091,1058,2754,2247,18.40958606,,9721,,,,,142,69,3,13,227,6,14,3,13,36,15.85903084,132,68,3,13,216,95.15418502,132,69,3,13,217,95.59471366,39,52,3,11,105,46.25550661,75,66,3,13,157,69.16299559,20,31,3,11,65,28.63436123,142,69,3,13,227,100,438,507,30,115,1090,39,110,2,15,166,15.2293578,73,1,0,0,74,32.59911894
625,1638,1232,992,-58.72,638,1584,1212,911,1263,1903,-50.67300079,,8832,,,,,106,53,0,6,165,2,13,0,2,17,10.3030303,92,52,0,6,150,90.90909091,93,53,0,6,152,92.12121212,5,16,0,4,25,15.15151515,60,42,0,5,107,64.84848485,12,17,0,2,31,18.78787879,12,12,0,3,27,16.36363636,350,308,0,37,695,31,52,0,9,92,13.23741007,53,3,0,0,56,33.93939394
897,619,587,582,35.11705686,782,566,558,481,1679,1063,36.68850506,,5072,,,,,88,30,1,6,125,3,6,1,5,15,12,83,28,1,6,118,94.4,74,27,1,5,107,85.6,28,14,1,3,46,36.8,73,30,1,6,110,88,5,11,1,5,22,17.6,20,15,1,5,41,32.8,399,207,6,60,672,90,47,0,2,139,20.68452381,30,2,0,0,32,25.6
3611,3345,3076,2693,25.42232069,3492,3321,2983,2756,7103,5449,23.28593552,29926,25277,84.4650137,13.85,56.6,52.39,162,84,4,25,275,6,49,4,23,82,29.81818182,148,71,3,20,242,88,162,84,4,25,275,100,35,32,3,18,88,32,133,72,4,24,233,84.72727273,19,35,4,24,82,29.81818182,134,76,4,24,238,86.54545455,808,622,44,246,1720,181,94,5,1,281,16.3372093,12,0,0,0,12,4.363636364
2555,2197,2187,2214,13.34637965,2435,2217,2221,2155,4990,4369,12.44488978,26657,18181,68.20347376,18.72,73.7,70.4,124,72,1,25,222,3,30,1,22,56,25.22522523,124,72,1,25,222,100,124,72,1,25,222,100,27,24,1,12,64,28.82882883,79,61,1,21,162,72.97297297,8,33,1,20,62,27.92792793,6,2,0,6,14,6.306306306,715,578,38,251,1582,77,52,0,3,132,8.343868521,4,0,0,0,4,1.801801802
1647,1687,1736,1735,-5.343047966,1524,1482,1553,1605,3171,3340,-5.329549038,15996,12969,81.07651913,28.81,92.68,91.74,138,66,13,35,252,7,40,12,31,90,35.71428571,135,66,13,35,249,98.80952381,136,66,13,35,250,99.20634921,42,25,7,17,91,36.11111111,119,59,13,31,222,88.0952381,64,58,13,31,166,65.87301587,130,65,13,34,242,96.03174603,757,562,164,236,1719,109,26,0,20,155,9.016870273,0,0,0,0,0,0
1624,2373,2143,2152,-32.51231527,1562,2371,2168,2081,3186,4233,-32.86252354,15289,16474,107.7506704,19.58,86.26,83.61,126,104,4,38,272,2,16,4,31,53,19.48529412,126,104,4,38,272,100,126,104,4,38,272,100,47,52,3,22,124,45.58823529,69,86,4,36,195,71.69117647,8,37,4,30,79,29.04411765,121,93,4,37,255,93.75,707,709,56,355,1827,36,38,0,26,100,5.473453749,6,0,0,0,6,2.205882353
2236,2083,1918,1726,22.80858676,2218,2101,1917,1712,4454,3438,22.81095644,15598,15911,102.0066675,21.05,87.6,84.58,108,56,3,27,194,10,22,3,27,62,31.95876289,108,56,3,27,194,100,108,56,3,27,194,100,24,30,3,15,72,37.11340206,95,54,2,26,177,91.2371134,10,19,2,22,53,27.31958763,96,48,3,24,171,88.1443299,557,407,54,245,1263,25,63,0,16,104,8.234362629,5,0,0,0,5,2.577319588
6907,6462,6268,6291,8.91848849,6235,6032,5835,5839,13142,12130,7.700502207,37555,49869,132.7892424,51.95,85.44,82.54,144,174,46,106,470,8,110,45,100,263,55.95744681,144,174,45,106,469,99.78723404,144,174,46,106,470,100,94,104,41,89,328,69.78723404,100,157,46,103,406,86.38297872,60,137,46,101,344,73.19148936,106,160,46,102,414,88.08510638,758,1624,890,1155,4427,56,108,2,24,190,4.291845494,1,0,0,0,1,0.212765957
2277,2305,2421,2491,-9.398331137,2267,2295,2247,2510,4544,5001,-10.05721831,26921,18813,69.88224806,45.6,85.58,81.56,129,52,25,60,266,25,40,25,60,150,56.39097744,129,52,24,60,265,99.62406015,129,52,25,60,266,100,74,35,19,40,168,63.15789474,104,40,23,55,222,83.45864662,40,43,25,58,166,62.40601504,126,48,24,60,258,96.9924812,519,398,374,520,1811,22,12,0,16,50,2.760905577,2,0,0,0,2,0.751879699
1693,1867,1794,1779,-5.079740106,1627,1687,1750,1725,3320,3504,-5.542168675,20641,13922,67.44828254,15.07,79.13,73.5,122,56,4,20,202,2,17,4,16,39,19.30693069,122,56,4,20,202,100,122,56,4,20,202,100,26,20,3,10,59,29.20792079,102,41,2,19,164,81.18811881,24,45,4,15,88,43.56435644,93,46,4,20,163,80.69306931,623,405,72,223,1323,66,48,1,16,131,9.901738473,1,0,0,0,1,0.495049505
1062,701,734,678,36.15819209,821,652,679,637,1883,1315,30.16463091,6570,5964,90.77625571,22.28,71.1,65.44,62,29,1,8,100,3,15,1,7,26,26,62,29,1,8,100,100,62,29,1,8,100,100,14,12,1,7,34,34,62,29,1,8,100,100,0,17,1,7,25,25,58,28,1,8,95,95,352,233,14,86,685,52,26,0,8,86,12.55474453,1,0,0,0,1,1
1408,1136,1056,1084,23.01136364,1288,1110,1104,1075,2696,2159,19.91839763,10705,9261,86.51097618,15.04,73.1,70.35,72,41,1,16,130,0,6,1,11,18,13.84615385,72,41,1,16,130,100,72,41,1,16,130,100,10,6,0,9,25,19.23076923,50,24,1,14,89,68.46153846,2,17,1,7,27,20.76923077,56,36,1,16,109,83.84615385,373,237,30,150,790,1,14,0,12,27,3.417721519,10,0,0,0,10,7.692307692
1252,1017,1058,1100,12.14057508,1089,1039,987,993,2341,2093,10.59376335,11606,8535,73.53954851,15.59,79,73.57,78,52,3,19,152,4,20,3,18,45,29.60526316,78,52,3,19,152,100,78,52,3,19,152,100,34,29,3,11,77,50.65789474,46,42,2,17,107,70.39473684,16,30,3,18,67,44.07894737,56,41,3,18,118,77.63157895,419,377,36,172,1004,42,38,0,11,91,9.06374502,5,0,0,0,5,3.289473684
7824,6860,5560,5042,35.55725971,7494,6571,5410,4831,15318,9873,35.54641598,19905,49592,249.1434313,2.1,75,68.8,625,114,21,94,854,7,36,20,81,144,16.8618267,621,113,21,94,849,99.41451991,625,114,21,94,854,100,236,64,19,69,388,45.43325527,625,114,21,93,853,99.88290398,51,33,21,63,168,19.67213115,455,91,21,80,647,75.76112412,2234,870,287,864,4255,664,152,4,90,910,21.386604,106,2,0,0,108,12.64637002
1959,2112,1979,1773,9.494640123,1863,1931,1819,1685,3822,3458,9.523809524,14752,15121,102.5013557,11.22,70.4,63.76,331,33,4,47,415,8,11,4,34,57,13.73493976,331,33,4,47,415,100,331,33,4,47,415,100,71,13,3,23,110,26.5060241,330,33,4,47,414,99.75903614,16,8,4,28,56,13.4939759,173,27,4,36,240,57.8313253,1438,212,50,413,2113,590,66,2,76,734,34.73734027,35,3,0,0,38,9.156626506
3691,3837,3997,3466,6.095908968,3691,3809,3882,3368,7382,6834,7.423462476,27330,29741,108.8218075,6.4,84.29,80.13,351,134,12,87,584,7,46,11,67,131,22.43150685,351,134,12,87,584,100,351,134,12,87,584,100,140,60,8,54,262,44.8630137,351,133,12,87,583,99.82876712,19,103,12,81,215,36.81506849,219,113,12,80,424,72.60273973,1206,972,199,768,3145,283,162,2,85,532,16.91573927,48,0,0,0,48,8.219178082
3672,3246,2993,2807,23.55664488,3636,3245,2922,2745,7308,5552,24.02846196,22698,25266,111.3137721,36.73,76.35,67.29,183,94,3,63,343,2,53,3,59,117,34.11078717,183,94,3,63,343,100,183,94,3,63,343,100,89,68,3,53,213,62.09912536,183,94,3,63,343,100,18,47,3,58,126,36.73469388,179,91,3,61,334,97.37609329,595,702,42,671,2010,131,120,3,75,329,16.3681592,12,0,0,0,12,3.498542274
5840,5794,4620,4586,21.47260274,6120,5813,4511,4510,11960,9096,23.94648829,44193,41794,94.57153848,35.48,76.66,67.57,275,144,7,88,514,7,68,7,69,151,29.37743191,274,143,7,86,510,99.22178988,275,143,7,88,513,99.80544747,118,106,7,70,301,58.56031128,275,141,7,88,511,99.41634241,41,121,7,77,246,47.85992218,252,140,7,86,485,94.35797665,973,1109,136,902,3120,258,222,0,80,560,17.94871795,26,0,0,0,26,5.058365759
5879,5852,5596,5329,9.35533254,6007,5758,5498,5261,11886,10590,10.90358405,42460,45180,106.4060292,61.9,86.7,80.71,258,129,16,122,525,10,45,15,103,173,32.95238095,244,128,16,119,507,96.57142857,238,127,16,121,502,95.61904762,174,88,13,93,368,70.0952381,257,129,16,120,522,99.42857143,18,41,16,110,185,35.23809524,240,120,16,117,493,93.9047619,919,945,288,1405,3557,206,169,0,72,447,12.56676975,18,0,0,0,18,3.428571429
6073,5486,5333,4939,18.6728141,5950,5125,5149,4936,12023,9875,17.8657573,41588,42991,103.3735693,40.28,82.81,75.92,373,124,22,97,616,8,57,22,84,171,27.75974026,343,117,21,94,575,93.34415584,342,122,22,97,583,94.64285714,233,105,20,89,447,72.56493506,370,123,22,94,609,98.86363636,44,61,22,82,209,33.92857143,355,117,22,94,588,95.45454545,1442,987,314,982,3725,446,163,3,52,664,17.82550336,32,0,0,0,32,5.194805195
3149,2946,2571,2532,19.59352175,2985,2855,2479,2355,6134,4887,20.32931203,17902,21872,122.1762932,14.32,81.87,77.47,270,62,10,73,415,7,25,10,62,104,25.06024096,270,62,10,73,415,100,270,62,10,73,415,100,74,27,9,35,145,34.93975904,270,62,10,73,415,100,7,22,10,57,96,23.13253012,213,55,10,69,347,83.61445783,1183,515,97,659,2454,626,169,8,144,947,38.59005705,21,0,0,0,21,5.060240964
1900,1855,1602,1408,25.89473684,1797,1806,1534,1350,3697,2758,25.39897214,12741,13252,104.0106742,11.74,70.85,63.26,285,36,5,35,361,8,19,4,29,60,16.62049861,283,36,5,35,359,99.44598338,282,36,5,35,358,99.16897507,132,27,5,28,192,53.18559557,285,35,5,35,360,99.72299169,32,30,5,31,98,27.1468144,228,33,5,34,300,83.10249307,945,282,43,350,1620,340,55,0,60,455,28.08641975,26,1,0,0,27,7.479224377
2341,1471,1376,1186,49.33788979,2128,1429,1248,1115,4469,2301,48.51197136,10661,12294,115.3175124,17.27,85.96,81.37,184,15,0,0,199,13,2,0,0,15,7.537688442,184,15,0,0,199,100,184,15,0,0,199,100,139,7,0,0,146,73.36683417,162,14,0,0,176,88.44221106,87,8,0,0,95,47.73869347,183,15,0,0,198,99.49748744,773,115,0,0,888,185,9,0,0,194,21.84684685,11,0,0,0,11,5.527638191
1993,1539,1306,1233,38.13346713,1782,1421,1202,1088,3775,2321,38.51655629,9457,11564,122.2797927,56.22,94.54,93.53,116,21,0,0,137,29,9,0,0,38,27.73722628,116,21,0,0,137,100,116,21,0,0,137,100,96,14,0,0,110,80.2919708,115,20,0,0,135,98.54014599,81,15,0,0,96,70.0729927,110,20,0,0,130,94.89051095,504,172,0,0,676,54,14,0,0,68,10.0591716,1,1,0,0,2,1.459854015
5241,4286,4093,3885,25.87292501,5160,4129,4138,3783,10401,7668,26.27631958,35815,34715,96.92866118,77.42,98.5,98,308,163,0,0,471,45,111,0,0,156,33.12101911,307,163,0,0,470,99.78768577,308,163,0,0,471,100,213,88,0,0,301,63.90658174,308,162,0,0,470,99.78768577,238,153,0,0,391,83.014862,308,163,0,0,471,100,1243,1350,0,0,2593,169,17,0,0,186,7.173158504,6,0,0,0,6,1.27388535
2172,1714,1691,1523,29.88029466,2013,1722,1559,1460,4185,2983,28.72162485,14263,13854,97.13244058,38.46,93.51,92.2,163,69,0,0,232,9,14,0,0,23,9.913793103,163,69,0,0,232,100,163,69,0,0,232,100,158,51,0,0,209,90.0862069,160,65,0,0,225,96.98275862,108,48,0,0,156,67.24137931,163,69,0,0,232,100,685,576,0,0,1261,133,56,0,0,189,14.98810468,12,0,0,0,12,5.172413793
1013,736,698,645,36.32773939,901,696,672,662,1914,1307,31.71368861,6451,6023,93.36536971,49.3,98.76,98.28,83,26,0,0,109,9,14,0,0,23,21.10091743,83,26,0,0,109,100,83,26,0,0,109,100,40,11,0,0,51,46.78899083,83,26,0,0,109,100,76,20,0,0,96,88.0733945,79,25,0,0,104,95.41284404,355,240,0,0,595,116,42,0,0,158,26.55462185,4,0,0,0,4,3.669724771
